"data_all_means","mean_people","mean_experiments","mean_coords"
32.2213729973097,"p10","e12","x"
-2.24283377292707,"p1","e13","y"
35.4420272382407,"p2","e13","z"
31.9495685448967,"p3","e13","x"
-3.12425253363376,"p4","e13","y"
34.8929948841305,"p5","e13","z"
30.8304062881518,"p6","e13","x"
-2.22434105267336,"p7","e13","y"
35.1140390223034,"p8","e13","z"
32.6822016397148,"p9","e13","x"
-2.4178491988892,"p10","e13","y"
36.1576691598196,"p1","e14","z"
31.7948006876792,"p2","e14","x"
-2.65040238481938,"p3","e14","y"
36.834574776883,"p4","e14","z"
30.1293175614548,"p5","e14","x"
-2.81749574003617,"p6","e14","y"
35.6701086740328,"p7","e14","z"
30.8540405733888,"p8","e14","x"
-2.8804855543552,"p9","e14","y"
36.0728510123481,"p10","e14","z"
32.9250037048936,"p1","e15","x"
-2.37871854339966,"p2","e15","y"
36.2950069212488,"p3","e15","z"
31.5997978800707,"p4","e15","x"
-2.26013040356794,"p5","e15","y"
37.6167606300702,"p6","e15","z"
27.2521676609006,"p7","e15","x"
-2.69129486809966,"p8","e15","y"
37.3343012022912,"p9","e15","z"
32.9144342499631,"p10","e15","x"
-3.32266391502553,"p1","e16","y"
34.9492723735574,"p2","e16","z"
33.3486565437286,"p3","e16","x"
-2.29856145035182,"p4","e16","y"
36.2551114937065,"p5","e16","z"
32.1452631841607,"p6","e16","x"
-3.69678801204957,"p7","e16","y"
36.3577627468644,"p8","e16","z"
30.2185652315452,"p9","e16","x"
-2.00335112444688,"p10","e16","y"
36.7938029357261,"p1","e1","z"
32.2766277624095,"p2","e1","x"
-1.92836102498961,"p3","e1","y"
35.0240838224428,"p4","e1","z"
32.3849274124188,"p5","e1","x"
-2.17106193772787,"p6","e1","y"
35.2913010990284,"p7","e1","z"
35.4493965563962,"p8","e1","x"
-2.57931237059572,"p9","e1","y"
34.9841793270806,"p10","e1","z"
30.4215296512088,"p1","e2","x"
-2.76130715025371,"p2","e2","y"
35.9345359952546,"p3","e2","z"
29.8262366253453,"p4","e2","x"
-3.24783818313988,"p5","e2","y"
36.6470276861897,"p6","e2","z"
30.8942959614301,"p7","e2","x"
-3.26455915000016,"p8","e2","y"
35.8204861281953,"p9","e2","z"
31.1027500260491,"p10","e2","x"
-2.28130633788604,"p1","e3","y"
34.9779900295688,"p2","e3","z"
30.7415985167882,"p3","e3","x"
-3.89425503332623,"p4","e3","y"
35.4350210245732,"p5","e3","z"
27.6502790952961,"p6","e3","x"
-1.80690326881995,"p7","e3","y"
36.5621919757392,"p8","e3","z"
28.7923233321673,"p9","e3","x"
-3.96318831738132,"p10","e3","y"
35.0677452170183,"p1","e4","z"
30.6961337342974,"p2","e4","x"
-2.5024341304282,"p3","e4","y"
35.9325076648037,"p4","e4","z"
28.2483462275379,"p5","e4","x"
-3.70190812529971,"p6","e4","y"
33.7777568443585,"p7","e4","z"
28.1736444447447,"p8","e4","x"
-4.65476362680868,"p9","e4","y"
35.6889510703852,"p10","e4","z"
28.3098812519687,"p1","e5","x"
-1.5550076412138,"p2","e5","y"
42.0042200190818,"p3","e5","z"
26.1828761912028,"p4","e5","x"
-1.29356393351728,"p5","e5","y"
42.0308788103718,"p6","e5","z"
30.0469761274038,"p7","e5","x"
-2.51311226495715,"p8","e5","y"
44.4483336638615,"p9","e5","z"
33.31962366624,"p10","e5","x"
-2.22512648472544,"p1","e6","y"
41.3589165380529,"p2","e6","z"
28.8281041260286,"p3","e6","x"
-3.48383819225248,"p4","e6","y"
42.0590642998504,"p5","e6","z"
28.1920178031607,"p6","e6","x"
-3.68906181678776,"p7","e6","y"
41.6848932403596,"p8","e6","z"
30.3507999456721,"p9","e6","x"
-1.97863850532727,"p10","e6","y"
41.1930681046401,"p1","e7","z"
29.6098833236876,"p2","e7","x"
-0.760417401644204,"p3","e7","y"
38.2587952559182,"p4","e7","z"
28.56104487188,"p5","e7","x"
-3.67271388913237,"p6","e7","y"
45.0517799167907,"p7","e7","z"
28.3626567681122,"p8","e7","x"
-2.39193715691106,"p9","e7","y"
42.9475741721249,"p10","e7","z"
27.4742494355469,"p1","e8","x"
-1.90973541442055,"p2","e8","y"
37.7745141780725,"p3","e8","z"
30.7883284924414,"p4","e8","x"
-3.62451150446165,"p5","e8","y"
39.1442733792879,"p6","e8","z"
28.485766126813,"p7","e8","x"
-4.46469317399648,"p8","e8","y"
38.3357872323365,"p9","e8","z"
28.6400424251895,"p10","e8","x"
-4.37063527946108,"p1","e9","y"
38.9167214167763,"p2","e9","z"
29.6955942189723,"p3","e9","x"
-2.79250591401455,"p4","e9","y"
37.8581667487079,"p5","e9","z"
26.3688068989783,"p6","e9","x"
-1.08203447993333,"p7","e9","y"
39.8025095998679,"p8","e9","z"
29.5679894825284,"p9","e9","x"
-2.37290277748867,"p10","e9","y"
36.5613344063777,"p1","e10","z"
28.8878836728949,"p2","e10","x"
-3.02564471904132,"p3","e10","y"
42.8162187832881,"p4","e10","z"
26.8022861436927,"p5","e10","x"
-2.61355878790372,"p6","e10","y"
40.1082534771042,"p7","e10","z"
28.1452854124942,"p8","e10","x"
-1.58784428712479,"p9","e10","y"
39.2616425428282,"p10","e10","z"
32.4857948094359,"p1","e11","x"
-2.16474941321551,"p2","e11","y"
34.9787925184412,"p3","e11","z"
31.2118498463159,"p4","e11","x"
-2.23242153385586,"p5","e11","y"
34.1949777269214,"p6","e11","z"
31.1889779790557,"p7","e11","x"
-2.4973194020846,"p8","e11","y"
35.1319019402545,"p9","e11","z"
30.8913142643144,"p10","e11","x"
-2.24737126609316,"p1","e12","y"
35.9269087711558,"p2","e12","z"
28.3134768448658,"p3","e12","x"
-2.84772987796633,"p4","e12","y"
35.4646106035625,"p5","e12","z"
28.1952648632752,"p6","e12","x"
-1.65928245176339,"p7","e12","y"
37.4480112158152,"p8","e12","z"
30.1527334528037,"p9","e12","x"
-2.97174964518726,"p10","e12","y"
35.5533003902713,"p1","e13","z"
31.2762971704901,"p2","e13","x"
-1.19288250362,"p3","e13","y"
35.155251342889,"p4","e13","z"
29.8812123139096,"p5","e13","x"
-1.43895934779899,"p6","e13","y"
35.8248036277972,"p7","e13","z"
29.6675433524217,"p8","e13","x"
-2.08443057557915,"p9","e13","y"
37.3177747837699,"p10","e13","z"
32.1730605161009,"p1","e14","x"
-0.628278444880408,"p2","e14","y"
28.9561287249013,"p3","e14","z"
31.8843954944895,"p4","e14","x"
-1.05002802368,"p5","e14","y"
30.2640432809182,"p6","e14","z"
32.2697772765097,"p7","e14","x"
-1.21540892647395,"p8","e14","y"
29.9049829511718,"p9","e14","z"
30.3269786649025,"p10","e14","x"
-1.30804464394767,"p1","e15","y"
30.2282551094131,"p2","e15","z"
32.3860904722224,"p3","e15","x"
-0.215360522752706,"p4","e15","y"
29.9916044364857,"p5","e15","z"
30.5605417211721,"p6","e15","x"
0.047677721765812,"p7","e15","y"
31.1118218032695,"p8","e15","z"
32.6175563634807,"p9","e15","x"
-0.349042256137678,"p10","e15","y"
29.8366099737572,"p1","e16","z"
31.4368403996076,"p2","e16","x"
-0.596195441651012,"p3","e16","y"
29.0280587901843,"p4","e16","z"
32.9298989984902,"p5","e16","x"
-0.692898332485685,"p6","e16","y"
30.0321950020036,"p7","e16","z"
32.1106302130018,"p8","e16","x"
-0.733219393299068,"p9","e16","y"
30.2659027799411,"p10","e16","z"
30.9674939625146,"p1","e1","x"
-0.819442796908401,"p2","e1","y"
32.3446972803851,"p3","e1","z"
28.6768748001872,"p4","e1","x"
-1.83283068810295,"p5","e1","y"
31.7127829664063,"p6","e1","z"
31.7835257283369,"p7","e1","x"
-1.64034510884448,"p8","e1","y"
29.5951251121457,"p9","e1","z"
30.4008105777349,"p10","e1","x"
-0.181454507367556,"p1","e2","y"
31.2693405683713,"p2","e2","z"
30.3224796589543,"p3","e2","x"
-2.52031288584002,"p4","e2","y"
30.383079649067,"p5","e2","z"
30.4446038151868,"p6","e2","x"
-1.80702512486304,"p7","e2","y"
30.0809808988172,"p8","e2","z"
32.1342935265785,"p9","e2","x"
0.310479744733191,"p10","e2","y"
29.8956231357581,"p1","e3","z"
29.7613934705053,"p2","e3","x"
-2.03047556083176,"p3","e3","y"
30.1402989972831,"p4","e3","z"
33.015571282383,"p5","e3","x"
-1.83208586694847,"p6","e3","y"
29.8160539720687,"p7","e3","z"
32.0570788718346,"p8","e3","x"
-2.27859981197317,"p9","e3","y"
30.0883577756505,"p10","e3","z"
33.5325951282754,"p1","e4","x"
-1.17553093914098,"p2","e4","y"
32.6489545437971,"p3","e4","z"
32.2655548848677,"p4","e4","x"
-1.69430585084199,"p5","e4","y"
32.0306104864682,"p6","e4","z"
31.2895977319304,"p7","e4","x"
-1.95480036852658,"p8","e4","y"
31.5709167834221,"p9","e4","z"
33.2861490717924,"p10","e4","x"
-0.891100475941444,"p1","e5","y"
31.61649812492,"p2","e5","z"
31.9278311218691,"p3","e5","x"
-0.383250641023305,"p4","e5","y"
30.614708654234,"p5","e5","z"
35.1745713338642,"p6","e5","x"
-0.656296122585863,"p7","e5","y"
30.5066608593995,"p8","e5","z"
31.9102055790022,"p9","e5","x"
-1.48094312509419,"p10","e5","y"
31.5222367662687,"p1","e6","z"
33.6885739307546,"p2","e6","x"
-1.72006058206522,"p3","e6","y"
31.5684759530933,"p4","e6","z"
31.9551384037877,"p5","e6","x"
-1.44674166485509,"p6","e6","y"
31.4648505584779,"p7","e6","z"
31.3425849708787,"p8","e6","x"
-0.839569960017899,"p9","e6","y"
30.14125954219,"p10","e6","z"
33.695559376909,"p1","e7","x"
-0.395724714682892,"p2","e7","y"
35.340309500518,"p3","e7","z"
34.1680795447699,"p4","e7","x"
0.183643016322425,"p5","e7","y"
37.8350721805508,"p6","e7","z"
31.9940629204209,"p7","e7","x"
-0.127701854520485,"p8","e7","y"
31.8748740066016,"p9","e7","z"
35.4165139901764,"p10","e7","x"
-0.236484410014531,"p1","e8","y"
30.679588856265,"p2","e8","z"
33.1590387181382,"p3","e8","x"
0.764238200817315,"p4","e8","y"
31.2617759327818,"p5","e8","z"
33.0329938731491,"p6","e8","x"
0.885679042799365,"p7","e8","y"
32.2308811621244,"p8","e8","z"
31.1216355861546,"p9","e8","x"
1.22218724378,"p10","e8","y"
30.0568969152632,"p1","e9","z"
31.7506798335824,"p2","e9","x"
0.809619185669912,"p3","e9","y"
31.2315186568521,"p4","e9","z"
32.4034256795831,"p5","e9","x"
1.88865751905506,"p6","e9","y"
30.6146173813201,"p7","e9","z"
30.3619755677607,"p8","e9","x"
0.506047860291976,"p9","e9","y"
31.3495963509893,"p10","e9","z"
31.861203027933,"p1","e10","x"
-0.937019565107441,"p2","e10","y"
28.9764446739656,"p3","e10","z"
32.7926752574162,"p4","e10","x"
-1.37835282123288,"p5","e10","y"
28.8455415021983,"p6","e10","z"
32.8674514890906,"p7","e10","x"
-1.18605173992236,"p8","e10","y"
29.2497426159656,"p9","e10","z"
34.9810646990576,"p10","e10","x"
-2.09608543420951,"p1","e11","y"
29.6492285312381,"p2","e11","z"
34.3121069882581,"p3","e11","x"
-2.22652419426578,"p4","e11","y"
30.6393975200845,"p5","e11","z"
33.5191850199769,"p6","e11","x"
-0.519507754212512,"p7","e11","y"
30.6680236965251,"p8","e11","z"
34.6149670083581,"p9","e11","x"
-1.01473271514489,"p10","e11","y"
30.9758309073046,"p1","e12","z"
32.9859906954931,"p2","e12","x"
-0.805273198323926,"p3","e12","y"
31.2886121927059,"p4","e12","z"
32.2570276952747,"p5","e12","x"
-0.813707880452163,"p6","e12","y"
29.7126079106291,"p7","e12","z"
31.6723710574914,"p8","e12","x"
-1.5782096017237,"p9","e12","y"
29.9708611027163,"p10","e12","z"
34.8305169396993,"p1","e13","x"
-2.36468520828831,"p2","e13","y"
30.5319735918467,"p3","e13","z"
30.9574471675249,"p4","e13","x"
-2.25620568980499,"p5","e13","y"
30.3320546666091,"p6","e13","z"
33.0298461432689,"p7","e13","x"
-1.1527208028236,"p8","e13","y"
30.7535043862059,"p9","e13","z"
32.1409838449219,"p10","e13","x"
-1.63296193352399,"p1","e14","y"
31.7718735415431,"p2","e14","z"
34.4037679491837,"p3","e14","x"
-1.23507868487166,"p4","e14","y"
31.0622350800195,"p5","e14","z"
32.5038047872185,"p6","e14","x"
-1.98246562350385,"p7","e14","y"
29.535684774927,"p8","e14","z"
33.7150869575994,"p9","e14","x"
-2.29761443687886,"p10","e14","y"
31.4374860848271,"p1","e15","z"
34.3823382506143,"p2","e15","x"
-1.26899037147289,"p3","e15","y"
30.6495377097917,"p4","e15","z"
32.9584606929506,"p5","e15","x"
-0.802798322494627,"p6","e15","y"
30.5156134465061,"p7","e15","z"
36.1781054250529,"p8","e15","x"
-1.51222861201243,"p9","e15","y"
30.0063814471513,"p10","e15","z"
32.2265087167472,"p1","e16","x"
-3.52756087858526,"p2","e16","y"
30.4724557128087,"p3","e16","z"
31.4083657030644,"p4","e16","x"
-2.7603012618314,"p5","e16","y"
31.597058743202,"p6","e16","z"
31.4931314173686,"p7","e16","x"
-2.49879171120161,"p8","e16","y"
29.5367979632781,"p9","e16","z"
32.6718106679449,"p10","e16","x"
-1.95010714174172,"p1","e1","y"
29.5093003791304,"p2","e1","z"
30.9476671620942,"p3","e1","x"
-1.85023407697095,"p4","e1","y"
30.498073273528,"p5","e1","z"
27.3870743582175,"p6","e1","x"
-1.57585354598264,"p7","e1","y"
28.5167718905731,"p8","e1","z"
29.9731290634963,"p9","e1","x"
-0.860294444602791,"p10","e1","y"
30.6459743404683,"p1","e2","z"
30.6600536764197,"p2","e2","x"
-2.35096414332978,"p3","e2","y"
29.4701922122504,"p4","e2","z"
29.3793390551862,"p5","e2","x"
-1.41092055083365,"p6","e2","y"
29.2090717960617,"p7","e2","z"
33.1355426306639,"p8","e2","x"
-2.8282808760529,"p9","e2","y"
30.4682701963457,"p10","e2","z"
33.635728455047,"p1","e3","x"
-1.19524557454277,"p2","e3","y"
36.3486022111009,"p3","e3","z"
29.4076624640437,"p4","e3","x"
-1.07145578670972,"p5","e3","y"
32.8996084775489,"p6","e3","z"
33.6533019982299,"p7","e3","x"
-1.60618989085007,"p8","e3","y"
32.7113449257687,"p9","e3","z"
30.139989428791,"p10","e3","x"
-2.39683160940115,"p1","e4","y"
39.712147403633,"p2","e4","z"
27.9065846096106,"p3","e4","x"
-0.23428691779162,"p4","e4","y"
33.0106759653308,"p5","e4","z"
32.6156917862466,"p6","e4","x"
-2.39834923396135,"p7","e4","y"
38.0399305918453,"p8","e4","z"
29.3028449060485,"p9","e4","x"
-1.19188144136216,"p10","e4","y"
33.9253248581084,"p1","e5","z"
36.0334919112877,"p2","e5","x"
-0.839020386046979,"p3","e5","y"
33.9311735198175,"p4","e5","z"
30.3360248448344,"p5","e5","x"
-0.943256469699887,"p6","e5","y"
33.1242676891,"p7","e5","z"
33.5471248210633,"p8","e5","x"
-1.50038393089824,"p9","e5","y"
34.271154715186,"p10","e5","z"
31.7576366505886,"p1","e6","x"
-0.678077724180895,"p2","e6","y"
32.2387209419091,"p3","e6","z"
31.1087524550452,"p4","e6","x"
-1.50745437556506,"p5","e6","y"
31.3741098039105,"p6","e6","z"
27.4807528479546,"p7","e6","x"
-1.14397961761205,"p8","e6","y"
30.0085736760372,"p9","e6","z"
31.0995438736098,"p10","e6","x"
0.26696546109493,"p1","e7","y"
30.528841190902,"p2","e7","z"
31.8915816916168,"p3","e7","x"
-0.625314003557124,"p4","e7","y"
31.7934596603831,"p5","e7","z"
33.8380930938068,"p6","e7","x"
-0.614462873913101,"p7","e7","y"
32.9876862105182,"p8","e7","z"
32.6557338409247,"p9","e7","x"
1.81369742085833,"p10","e7","y"
32.0138200132985,"p1","e8","z"
33.596673474473,"p2","e8","x"
0.711518714556494,"p3","e8","y"
31.8019943664395,"p4","e8","z"
32.3432469298083,"p5","e8","x"
0.528204370152264,"p6","e8","y"
32.6817684142621,"p7","e8","z"
30.7358499433699,"p8","e8","x"
-0.177611615270724,"p9","e8","y"
32.2877606443033,"p10","e8","z"
31.4293161838714,"p1","e9","x"
-3.52700229267158,"p2","e9","y"
36.0169208808945,"p3","e9","z"
26.785950081646,"p4","e9","x"
-3.66864820575936,"p5","e9","y"
36.3028692792236,"p6","e9","z"
28.9391715473884,"p7","e9","x"
-2.47402708612661,"p8","e9","y"
37.7268843401654,"p9","e9","z"
29.3670772148172,"p10","e9","x"
-2.90125219687708,"p1","e10","y"
37.5666261069742,"p2","e10","z"
28.8805484238145,"p3","e10","x"
-3.54239474172461,"p4","e10","y"
37.7215332384421,"p5","e10","z"
27.0833514586458,"p6","e10","x"
-4.02956956913527,"p7","e10","y"
38.6975349372773,"p8","e10","z"
28.6208174477571,"p9","e10","x"
-2.87876152688779,"p10","e10","y"
38.1510247754482,"p1","e11","z"
26.2182200047236,"p2","e11","x"
-3.19327551281831,"p3","e11","y"
36.2718968823037,"p4","e11","z"
30.3013978794379,"p5","e11","x"
-4.17482990322613,"p6","e11","y"
39.2996689305212,"p7","e11","z"
28.5445194995985,"p8","e11","x"
-3.61563943533396,"p9","e11","y"
39.0338279222905,"p10","e11","z"
31.7859428274997,"p1","e12","x"
-1.06380453009525,"p2","e12","y"
33.5605669030246,"p3","e12","z"
30.4005211286243,"p4","e12","x"
-1.44308809610406,"p5","e12","y"
32.7264751402945,"p6","e12","z"
32.3851721444064,"p7","e12","x"
-1.14038548419231,"p8","e12","y"
32.8110867721764,"p9","e12","z"
32.7437327053782,"p10","e12","x"
-1.43347478441161,"p1","e13","y"
33.7387045048873,"p2","e13","z"
32.4725258172234,"p3","e13","x"
-1.37756990626792,"p4","e13","y"
33.6994285969657,"p5","e13","z"
28.5922432532288,"p6","e13","x"
-1.8177583261239,"p7","e13","y"
33.0019372265751,"p8","e13","z"
31.5756037873155,"p9","e13","x"
-1.15635502601627,"p10","e13","y"
27.9014329434914,"p1","e14","z"
31.3260268682599,"p2","e14","x"
-0.541116186492849,"p3","e14","y"
32.7681511170928,"p4","e14","z"
33.7167482481656,"p5","e14","x"
-1.49338392035335,"p6","e14","y"
33.4347473845685,"p7","e14","z"
29.8479095221534,"p8","e14","x"
-1.27329566431805,"p9","e14","y"
34.0506142467295,"p10","e14","z"
33.0106828829721,"p1","e15","x"
-0.851556282982747,"p2","e15","y"
32.269396489524,"p3","e15","z"
31.6978224726156,"p4","e15","x"
-2.4031311025858,"p5","e15","y"
35.9778835365907,"p6","e15","z"
32.7231675889415,"p7","e15","x"
-2.44265640458058,"p8","e15","y"
33.3810903960716,"p9","e15","z"
27.1016477706068,"p10","e15","x"
-2.52590977585112,"p1","e16","y"
32.8489587841967,"p2","e16","z"
29.8709159578509,"p3","e16","x"
-3.47868939649445,"p4","e16","y"
31.5797598626391,"p5","e16","z"
30.038794435294,"p6","e16","x"
-2.94846021189792,"p7","e16","y"
34.0245796530032,"p8","e16","z"
29.941239693812,"p9","e16","x"
-1.96959978660072,"p10","e16","y"
32.3453670281281,"p1","e1","z"
31.1294710605855,"p2","e1","x"
-2.96948221675126,"p3","e1","y"
31.6268202413031,"p4","e1","z"
29.765064958944,"p5","e1","x"
-2.45215891541752,"p6","e1","y"
32.8406935594509,"p7","e1","z"
33.6095281072184,"p8","e1","x"
-3.35048668201593,"p9","e1","y"
31.3928193282914,"p10","e1","z"
34.5783579946427,"p1","e2","x"
-1.15400269138996,"p2","e2","y"
34.812756020053,"p3","e2","z"
33.2607574487536,"p4","e2","x"
-2.67588278290055,"p5","e2","y"
33.8157627309873,"p6","e2","z"
32.6088691926568,"p7","e2","x"
-1.27957270077439,"p8","e2","y"
34.5958577304052,"p9","e2","z"
32.9740154189405,"p10","e2","x"
-2.53908487961051,"p1","e3","y"
34.1030463108774,"p2","e3","z"
33.3436597991812,"p3","e3","x"
-1.74323078118305,"p4","e3","y"
33.5330519021527,"p5","e3","z"
32.4904122732151,"p6","e3","x"
-3.60004461209508,"p7","e3","y"
33.0622063830895,"p8","e3","z"
35.451616148581,"p9","e3","x"
-2.09682527149729,"p10","e3","y"
33.8039975810559,"p1","e4","z"
32.3680289652729,"p2","e4","x"
-2.8316827165071,"p3","e4","y"
35.0034356469972,"p4","e4","z"
33.4922252758926,"p5","e4","x"
-0.870489943268405,"p6","e4","y"
33.1552024138632,"p7","e4","z"
32.9094992865606,"p8","e4","x"
-1.94949226548984,"p9","e4","y"
32.9329063117227,"p10","e4","z"
33.0447213228313,"p1","e5","x"
-0.668963142885033,"p2","e5","y"
37.3706935022329,"p3","e5","z"
31.0565812406802,"p4","e5","x"
-2.36477349887994,"p5","e5","y"
38.0396617520872,"p6","e5","z"
33.2853463431537,"p7","e5","x"
0.570552459816054,"p8","e5","y"
36.9456534213572,"p9","e5","z"
31.5731439275249,"p10","e5","x"
-0.449316179703865,"p1","e6","y"
34.5929624778799,"p2","e6","z"
30.5479830257391,"p3","e6","x"
1.30701834982312,"p4","e6","y"
35.1367804736915,"p5","e6","z"
30.3253928647972,"p6","e6","x"
-1.14496138059549,"p7","e6","y"
35.2643154709622,"p8","e6","z"
29.5499532274161,"p9","e6","x"
0.615255544366619,"p10","e6","y"
34.9215945248891,"p1","e7","z"
30.2655817596533,"p2","e7","x"
-1.01510182934075,"p3","e7","y"
33.8649502249593,"p4","e7","z"
29.2640114338839,"p5","e7","x"
-0.287981083958633,"p6","e7","y"
35.9247145896655,"p7","e7","z"
29.5527765526325,"p8","e7","x"
-0.524639087839911,"p9","e7","y"
34.1767728471679,"p10","e7","z"
35.8334200931382,"p1","e8","x"
-1.89093066634331,"p2","e8","y"
32.8028662667424,"p3","e8","z"
31.8243554130304,"p4","e8","x"
-0.84213623188157,"p5","e8","y"
32.3123387155787,"p6","e8","z"
30.8925091765802,"p7","e8","x"
-2.39649235177542,"p8","e8","y"
33.1144724180987,"p9","e8","z"
32.7459473090901,"p10","e8","x"
-1.18551869285908,"p1","e9","y"
33.2495027463226,"p2","e9","z"
33.4024990475882,"p3","e9","x"
-1.08098284719842,"p4","e9","y"
32.6766959932285,"p5","e9","z"
34.0081202907025,"p6","e9","x"
-1.73528443338345,"p7","e9","y"
32.9182806265928,"p8","e9","z"
34.2195999951614,"p9","e9","x"
-1.42698308019433,"p10","e9","y"
33.1807610972664,"p1","e10","z"
31.5048007096185,"p2","e10","x"
-2.40989075119948,"p3","e10","y"
33.0142041749043,"p4","e10","z"
29.4661018301881,"p5","e10","x"
-1.90738246031562,"p6","e10","y"
32.4216336356242,"p7","e10","z"
31.0172200691365,"p8","e10","x"
-2.7192331060935,"p9","e10","y"
32.5722979207878,"p10","e10","z"
34.5488990401231,"p1","e11","x"
-1.70197855963537,"p2","e11","y"
32.2311694057092,"p3","e11","z"
30.9781426067971,"p4","e11","x"
-3.10201176417477,"p5","e11","y"
31.5631607745609,"p6","e11","z"
33.3533979937579,"p7","e11","x"
-2.53407494972184,"p8","e11","y"
33.1213515972423,"p9","e11","z"
34.0059254692672,"p10","e11","x"
-2.94516626679677,"p1","e12","y"
33.3859345024643,"p2","e12","z"
31.7614817125044,"p3","e12","x"
-2.105103864018,"p4","e12","y"
33.2919719605446,"p5","e12","z"
33.6367286242325,"p6","e12","x"
-2.06096579041843,"p7","e12","y"
32.8732647272404,"p8","e12","z"
30.4323380668207,"p9","e12","x"
-1.60741046354212,"p10","e12","y"
34.0055402809862,"p1","e13","z"
31.0800236038812,"p2","e13","x"
-1.69541031096616,"p3","e13","y"
33.6250672340103,"p4","e13","z"
35.2656544549704,"p5","e13","x"
-1.39542217126705,"p6","e13","y"
33.2568450738922,"p7","e13","z"
32.3107015362578,"p8","e13","x"
-1.78073200145176,"p9","e13","y"
32.5095374359916,"p10","e13","z"
30.2493389077815,"p1","e14","x"
-0.600647315596358,"p2","e14","y"
33.5822150685949,"p3","e14","z"
31.2339660234842,"p4","e14","x"
-2.73596966739184,"p5","e14","y"
32.8222738425557,"p6","e14","z"
31.3178702691797,"p7","e14","x"
-1.88644659364607,"p8","e14","y"
33.0478804936802,"p9","e14","z"
29.2500715601576,"p10","e14","x"
-2.62577656807114,"p1","e15","y"
32.1595505878985,"p2","e15","z"
31.0808699677636,"p3","e15","x"
-3.54285838090619,"p4","e15","y"
33.0810916176273,"p5","e15","z"
32.8042222738558,"p6","e15","x"
-1.99689510716048,"p7","e15","y"
32.6138304496479,"p8","e15","z"
30.4686309999837,"p9","e15","x"
-2.4486917465413,"p10","e15","y"
31.6383596269141,"p1","e16","z"
33.5539872266161,"p2","e16","x"
-3.21307627479379,"p3","e16","y"
32.1029479070659,"p4","e16","z"
31.6620940937243,"p5","e16","x"
-3.98890931842682,"p6","e16","y"
32.8201785716963,"p7","e16","z"
29.9705340487247,"p8","e16","x"
-2.62080955630041,"p9","e16","y"
31.9366942050814,"p10","e16","z"
30.0001476719065,"p1","e1","x"
-1.17618428348366,"p2","e1","y"
39.6147398872409,"p3","e1","z"
32.625393691509,"p4","e1","x"
-1.26926216054001,"p5","e1","y"
37.1545984946025,"p6","e1","z"
30.3172151316236,"p7","e1","x"
-1.26180599708195,"p8","e1","y"
36.3708972294903,"p9","e1","z"
32.4920920144354,"p10","e1","x"
-1.50607190459891,"p1","e2","y"
35.5497055381367,"p2","e2","z"
30.9530709902769,"p3","e2","x"
-2.17708208179596,"p4","e2","y"
37.4337300880556,"p5","e2","z"
33.8429345661444,"p6","e2","x"
-2.81189073985072,"p7","e2","y"
37.6427946258946,"p8","e2","z"
28.7463100365119,"p9","e2","x"
-2.67621405809342,"p10","e2","y"
37.336110222652,"p1","e3","z"
35.3554014866212,"p2","e3","x"
-2.70158399975259,"p3","e3","y"
36.0249233160808,"p4","e3","z"
31.897945589962,"p5","e3","x"
-2.44017731480845,"p6","e3","y"
38.1299016627857,"p7","e3","z"
30.1845067096719,"p8","e3","x"
-2.35221910160302,"p9","e3","y"
38.5517894085749,"p10","e3","z"
30.8444008116588,"p1","e4","x"
-2.17920193977896,"p2","e4","y"
34.6826344943896,"p3","e4","z"
31.4897895437358,"p4","e4","x"
-2.44817041778258,"p5","e4","y"
34.4258849223188,"p6","e4","z"
27.7869916963215,"p7","e4","x"
-1.58200882808009,"p8","e4","y"
33.2895263898213,"p9","e4","z"
28.9370580248521,"p10","e4","x"
-0.970045692084214,"p1","e5","y"
34.4849035757288,"p2","e5","z"
33.2420574943247,"p3","e5","x"
-1.11519402465197,"p4","e5","y"
34.9836211942223,"p5","e5","z"
32.2009275352475,"p6","e5","x"
-0.625659617669977,"p7","e5","y"
35.5323301751608,"p8","e5","z"
31.1213522682231,"p9","e5","x"
-0.525192447936779,"p10","e5","y"
35.5817039904465,"p1","e6","z"
33.7735078185581,"p2","e6","x"
-0.816428273270875,"p3","e6","y"
35.3690835788962,"p4","e6","z"
33.1261589232689,"p5","e6","x"
-0.775804250459875,"p6","e6","y"
34.5275731171436,"p7","e6","z"
32.5702291438227,"p8","e6","x"
-0.376404938041759,"p9","e6","y"
34.3391570632333,"p10","e6","z"
31.9130973313468,"p1","e7","x"
-4.86309833642662,"p2","e7","y"
40.5709688776785,"p3","e7","z"
28.4432401005543,"p4","e7","x"
-4.33319270789389,"p5","e7","y"
39.1603107036761,"p6","e7","z"
27.5291686325018,"p7","e7","x"
-3.65809755656764,"p8","e7","y"
38.3537567206955,"p9","e7","z"
29.9111541987038,"p10","e7","x"
-3.71800555864493,"p1","e8","y"
39.2161298720106,"p2","e8","z"
28.815177398151,"p3","e8","x"
-4.6016931117214,"p4","e8","y"
40.1014921917233,"p5","e8","z"
27.8916425691924,"p6","e8","x"
-3.67984012488995,"p7","e8","y"
38.8388697814386,"p8","e8","z"
27.8619891381485,"p9","e8","x"
-4.43052918955872,"p10","e8","y"
38.7693227650589,"p1","e9","z"
30.8810469247948,"p2","e9","x"
-3.95492892375481,"p3","e9","y"
40.0090696873686,"p4","e9","z"
