"data_all_lengths","length_people","length_experiments"
98.2803868074504,"p6","e3"
107.599403502691,"p7","e3"
102.677625658697,"p7","e3"
100.158478106878,"p7","e3"
96.7107525526307,"p7","e3"
98.504163638036,"p7","e3"
103.896843583202,"p7","e3"
101.183246724717,"p7","e3"
99.6018035964891,"p7","e3"
96.6160154262639,"p7","e3"
98.9175912482481,"p7","e3"
100.157190495551,"p8","e3"
99.8498302417146,"p8","e3"
101.541040969762,"p8","e3"
101.162381050704,"p8","e3"
98.3502073855755,"p8","e3"
97.3129770250829,"p8","e3"
100.503210992374,"p8","e3"
103.852146335668,"p8","e3"
96.5842509762602,"p8","e3"
96.222119964206,"p8","e3"
113.668690997408,"p9","e3"
122.479002369387,"p9","e3"
123.441079221595,"p9","e3"
121.763008349541,"p9","e3"
112.151156056048,"p9","e3"
112.977939345327,"p9","e3"
121.754808421022,"p9","e3"
113.042526303196,"p9","e3"
130.437200469058,"p9","e3"
119.804975084998,"p9","e3"
110.279055889755,"p10","e3"
106.451159019546,"p10","e3"
108.698049485835,"p10","e3"
107.104565741864,"p10","e3"
109.693009578011,"p10","e3"
110.713722730453,"p10","e3"
104.578425645896,"p10","e3"
117.49682485762,"p10","e3"
110.517571625481,"p10","e3"
110.132863065775,"p10","e3"
87.1200513449945,"p1","e4"
87.6642739701493,"p1","e4"
90.3734533378034,"p1","e4"
93.0062886178088,"p1","e4"
89.7778497436658,"p1","e4"
97.7817242887549,"p1","e4"
94.6763263707894,"p1","e4"
92.7258816305017,"p1","e4"
95.9505411855073,"p1","e4"
103.274496800366,"p1","e4"
71.0125565378718,"p2","e4"
74.3740466371231,"p2","e4"
73.5812007251254,"p2","e4"
73.74721827243,"p2","e4"
73.3867419778285,"p2","e4"
75.4143289883865,"p2","e4"
72.2850878406555,"p2","e4"
69.4972524494724,"p2","e4"
72.6554368636635,"p2","e4"
74.0734037562858,"p2","e4"
87.5657949794292,"p3","e4"
83.816108929905,"p3","e4"
76.2953068597773,"p3","e4"
82.5924300516745,"p3","e4"
79.3266296234656,"p3","e4"
76.9084065100568,"p3","e4"
77.8442676980389,"p3","e4"
77.2397711204674,"p3","e4"
79.2705047431877,"p3","e4"
78.6939023705625,"p3","e4"
82.0866174814534,"p4","e4"
80.5446289158433,"p4","e4"
75.959063097705,"p4","e4"
78.9891542186406,"p4","e4"
72.8089646899697,"p4","e4"
78.8859341914103,"p4","e4"
77.2671706054305,"p4","e4"
77.9426001979983,"p4","e4"
76.1322842691633,"p4","e4"
77.5481236035205,"p4","e4"
91.0426757708068,"p5","e4"
99.6549213747741,"p5","e4"
81.2492655133999,"p5","e4"
78.6171018220866,"p5","e4"
76.2940362095337,"p5","e4"
79.720849750128,"p5","e4"
76.3839856452629,"p5","e4"
79.1634028281642,"p5","e4"
74.8951130424538,"p5","e4"
75.1291560892645,"p5","e4"
73.7635439443856,"p6","e4"
72.9320822509773,"p6","e4"
74.6447840952456,"p6","e4"
75.9881933480023,"p6","e4"
75.6366361491359,"p6","e4"
77.7549748403956,"p6","e4"
77.2763591280156,"p6","e4"
77.3916754838404,"p6","e4"
71.19878936931,"p6","e4"
72.6180491950546,"p6","e4"
77.8404531960913,"p7","e4"
78.0191844110569,"p7","e4"
75.6360283250279,"p7","e4"
79.8607318291724,"p7","e4"
77.2024081887006,"p7","e4"
75.2930490475676,"p7","e4"
80.4766948898534,"p7","e4"
76.9083812183735,"p7","e4"
74.4507026284409,"p7","e4"
77.9467876773493,"p7","e4"
81.7591615381412,"p8","e4"
82.2667430898441,"p8","e4"
74.7477226485903,"p8","e4"
72.8896526494138,"p8","e4"
79.9250323871857,"p8","e4"
72.729847317712,"p8","e4"
76.8338292555706,"p8","e4"
75.1607601029392,"p8","e4"
73.4466019732598,"p8","e4"
75.9120910243001,"p8","e4"
91.7855913886561,"p9","e4"
84.6014160135269,"p9","e4"
88.9561958587766,"p9","e4"
105.257973301206,"p9","e4"
93.3796178791915,"p9","e4"
97.3889514677618,"p9","e4"
87.6710460258964,"p9","e4"
91.5757705106975,"p9","e4"
82.3803058316266,"p9","e4"
90.7237602690425,"p9","e4"
77.4856053549292,"p10","e4"
75.2567782461305,"p10","e4"
74.6692429387454,"p10","e4"
73.0405640765625,"p10","e4"
79.6883729296715,"p10","e4"
88.7595351702766,"p10","e4"
83.447819928228,"p10","e4"
83.3814112476125,"p10","e4"
82.0578389936249,"p10","e4"
80.6598938406517,"p10","e4"
96.1467531531312,"p1","e5"
95.7598323367398,"p1","e5"
99.4480827930553,"p1","e5"
99.4350904818827,"p1","e5"
100.137971055683,"p1","e5"
107.120907023518,"p1","e5"
102.898540445637,"p1","e5"
100.223898269569,"p1","e5"
109.427510207182,"p1","e5"
105.73034817032,"p1","e5"
85.6753113436639,"p2","e5"
82.6987072295605,"p2","e5"
84.3756387932728,"p2","e5"
88.0337029757019,"p2","e5"
85.2127011738488,"p2","e5"
82.883777704843,"p2","e5"
130.285217619497,"p2","e5"
80.5783743331707,"p2","e5"
84.8654818606572,"p2","e5"
86.0913271032139,"p2","e5"
92.3000958326749,"p3","e5"
96.3467720561804,"p3","e5"
90.6780611958141,"p3","e5"
89.0322342460923,"p3","e5"
84.7552830836349,"p3","e5"
91.3240537351976,"p3","e5"
87.4400732783091,"p3","e5"
84.5665960716773,"p3","e5"
87.4874240054791,"p3","e5"
86.2484065955643,"p3","e5"
88.9580315667295,"p4","e5"
88.2447392005756,"p4","e5"
86.4678254829268,"p4","e5"
87.7431047425065,"p4","e5"
86.2623580239611,"p4","e5"
81.4937092060521,"p4","e5"
86.6711806000704,"p4","e5"
87.3886761842976,"p4","e5"
85.4683525553549,"p4","e5"
83.4008715101565,"p4","e5"
101.26252995209,"p5","e5"
101.542836127637,"p5","e5"
97.9035190762432,"p5","e5"
91.005345190507,"p5","e5"
90.9684532421347,"p5","e5"
91.6487619126116,"p5","e5"
88.925577688523,"p5","e5"
86.9547415867558,"p5","e5"
94.4965635627487,"p5","e5"
90.1980422282629,"p5","e5"
87.2095806451215,"p6","e5"
83.1181584289867,"p6","e5"
87.8573754690078,"p6","e5"
88.8768847256599,"p6","e5"
84.350244945413,"p6","e5"
85.2180517291986,"p6","e5"
86.500387984435,"p6","e5"
83.1610307104164,"p6","e5"
84.2007621195117,"p6","e5"
85.3530501762932,"p6","e5"
85.5169657560179,"p7","e5"
80.3399021056477,"p7","e5"
84.1984653498711,"p7","e5"
87.8414667521905,"p7","e5"
84.9278794011137,"p7","e5"
89.1714985807394,"p7","e5"
91.117687531808,"p7","e5"
88.1245347750998,"p7","e5"
84.6572393076529,"p7","e5"
84.5753387947428,"p7","e5"
86.8279354019201,"p8","e5"
88.2891954198868,"p8","e5"
87.3162877938017,"p8","e5"
84.8135832949542,"p8","e5"
86.629215431422,"p8","e5"
85.974461364574,"p8","e5"
81.5726010142037,"p8","e5"
89.7650259732848,"p8","e5"
85.255714658332,"p8","e5"
83.7316027762576,"p8","e5"
107.963557910275,"p9","e5"
99.5464074580406,"p9","e5"
97.6161648071088,"p9","e5"
103.179823205955,"p9","e5"
97.9891658988822,"p9","e5"
100.275501029413,"p9","e5"
96.8317760782061,"p9","e5"
102.698347119151,"p9","e5"
101.080662781695,"p9","e5"
102.558495638637,"p9","e5"
85.5256615550485,"p10","e5"
84.8017282298499,"p10","e5"
87.404664731903,"p10","e5"
85.5828512795889,"p10","e5"
91.9244367678823,"p10","e5"
90.5269906140246,"p10","e5"
93.7449543100786,"p10","e5"
94.9930189279022,"p10","e5"
89.9535127554779,"p10","e5"
91.544105813524,"p10","e5"
108.505229363316,"p1","e6"
103.821272731845,"p1","e6"
103.91919552201,"p1","e6"
109.501307937524,"p1","e6"
107.632929590883,"p1","e6"
108.135900720064,"p1","e6"
110.739723576946,"p1","e6"
117.935844849199,"p1","e6"
114.083687999319,"p1","e6"
121.718627252383,"p1","e6"
96.5737112030064,"p2","e6"
99.9931509626496,"p2","e6"
95.452857542219,"p2","e6"
95.1389567678102,"p2","e6"
95.4892952873772,"p2","e6"
96.9485148901275,"p2","e6"
97.0134680884145,"p2","e6"
95.6397205690925,"p2","e6"
99.6020052264553,"p2","e6"
94.7082484162864,"p2","e6"
98.1151968935017,"p3","e6"
101.173268516358,"p3","e6"
102.206351976844,"p3","e6"
100.363931058898,"p3","e6"
99.0489258955877,"p3","e6"
102.752431493931,"p3","e6"
94.0081281924561,"p3","e6"
95.8479344175523,"p3","e6"
98.220600490789,"p3","e6"
101.981667724306,"p3","e6"
101.013724851621,"p4","e6"
101.270626148345,"p4","e6"
99.2205111105108,"p4","e6"
97.0644038667567,"p4","e6"
95.5960957851007,"p4","e6"
94.8658259067629,"p4","e6"
100.906532662241,"p4","e6"
96.9348819889967,"p4","e6"
99.335878833928,"p4","e6"
94.6817537823309,"p4","e6"
120.299920481717,"p5","e6"
108.664689855136,"p5","e6"
106.798104406524,"p5","e6"
102.941029373258,"p5","e6"
98.9136058860873,"p5","e6"
104.497715903823,"p5","e6"
103.859673972893,"p5","e6"
99.8914897318188,"p5","e6"
100.595012063551,"p5","e6"
97.3379921450358,"p5","e6"
96.1740653651065,"p6","e6"
95.1881534905846,"p6","e6"
95.7601281496114,"p6","e6"
96.7596864892244,"p6","e6"
95.4317701712513,"p6","e6"
95.7329649015088,"p6","e6"
103.018468591185,"p6","e6"
93.1192510633048,"p6","e6"
95.603828749518,"p6","e6"
93.6217426729879,"p6","e6"
95.2643721621456,"p7","e6"
97.2427257985493,"p7","e6"
95.3556377193636,"p7","e6"
93.8020009598532,"p7","e6"
95.0733071249427,"p7","e6"
93.9093213264469,"p7","e6"
107.590748391412,"p7","e6"
91.4808717011946,"p7","e6"
97.718135624368,"p7","e6"
94.266147373558,"p7","e6"
94.3816521238192,"p8","e6"
97.9012603522065,"p8","e6"
100.304181355941,"p8","e6"
95.9738433115177,"p8","e6"
95.5727036032073,"p8","e6"
95.6794605506977,"p8","e6"
97.0460953751344,"p8","e6"
94.8908547306857,"p8","e6"
93.419099514947,"p8","e6"
94.9752759255331,"p8","e6"
111.02580727751,"p9","e6"
116.08768087577,"p9","e6"
105.12801419921,"p9","e6"
106.057763606629,"p9","e6"
112.175428701863,"p9","e6"
110.645356045788,"p9","e6"
105.238273914947,"p9","e6"
117.71914781146,"p9","e6"
109.215756422004,"p9","e6"
117.31945577385,"p9","e6"
100.413007577601,"p10","e6"
98.2456009243482,"p10","e6"
101.883095131433,"p10","e6"
101.340925301078,"p10","e6"
104.930859020337,"p10","e6"
100.94187320036,"p10","e6"
105.023104557299,"p10","e6"
105.915642922941,"p10","e6"
100.562619281014,"p10","e6"
101.222383481204,"p10","e6"
94.2805556053235,"p1","e7"
87.2912153532263,"p1","e7"
90.4668929996721,"p1","e7"
84.1021818468494,"p1","e7"
86.4305830524585,"p1","e7"
88.4655525816174,"p1","e7"
96.5294306951897,"p1","e7"
93.7426016775003,"p1","e7"
96.5202479187725,"p1","e7"
92.7205446607428,"p1","e7"
70.7502466289794,"p2","e7"
69.2121479893735,"p2","e7"
71.5129865787094,"p2","e7"
72.2637176054741,"p2","e7"
74.4380780005026,"p2","e7"
73.4303295830661,"p2","e7"
73.9135337969044,"p2","e7"
71.6136041062533,"p2","e7"
71.9635206812053,"p2","e7"
73.7690239292809,"p2","e7"
75.4098139747543,"p3","e7"
76.9302536392797,"p3","e7"
79.211906101015,"p3","e7"
79.5903155571781,"p3","e7"
74.313668619081,"p3","e7"
77.6126762813367,"p3","e7"
78.5855857705651,"p3","e7"
77.9794014644432,"p3","e7"
75.283314598512,"p3","e7"
81.3452229740311,"p3","e7"
76.8016771160157,"p4","e7"
73.7719969619233,"p4","e7"
73.4033985161714,"p4","e7"
77.7748509303151,"p4","e7"
73.271628846013,"p4","e7"
75.1552878239983,"p4","e7"
77.2353255457986,"p4","e7"
72.9235356944729,"p4","e7"
72.7403006287305,"p4","e7"
77.2367150401856,"p4","e7"
92.906701499816,"p5","e7"
90.6592717229789,"p5","e7"
74.6653815367442,"p5","e7"
79.1840931956369,"p5","e7"
74.4001170317908,"p5","e7"
75.5863972119393,"p5","e7"
72.5154406414174,"p5","e7"
73.3389623529073,"p5","e7"
77.4960091392618,"p5","e7"
74.1867219689064,"p5","e7"
73.9371918749375,"p6","e7"
78.1316961649161,"p6","e7"
74.6002429544583,"p6","e7"
73.6210254962172,"p6","e7"
70.9753262927936,"p6","e7"
70.2922247680267,"p6","e7"
72.9974622153332,"p6","e7"
73.5892692512075,"p6","e7"
72.1048539147471,"p6","e7"
70.8502294515249,"p6","e7"
79.3593210882023,"p7","e7"
72.615655258737,"p7","e7"
77.7844612741162,"p7","e7"
74.4656232467343,"p7","e7"
76.821532685013,"p7","e7"
80.6289499338907,"p7","e7"
76.1735510633344,"p7","e7"
78.1704668004795,"p7","e7"
78.6650442359621,"p7","e7"
76.1944189788265,"p7","e7"
74.8473323078471,"p8","e7"
73.2690793939474,"p8","e7"
75.9717870008257,"p8","e7"
78.8019214453412,"p8","e7"
76.8409476055533,"p8","e7"
77.6765119410233,"p8","e7"
74.3803196886999,"p8","e7"
77.1190778478517,"p8","e7"
78.584443710464,"p8","e7"
73.3312845101998,"p8","e7"
88.0018793235948,"p9","e7"
94.2535865793783,"p9","e7"
82.9461652200178,"p9","e7"
85.2470091927742,"p9","e7"
96.8354919374139,"p9","e7"
91.0633732237241,"p9","e7"
86.8944898203859,"p9","e7"
92.4436377397954,"p9","e7"
91.8718722431912,"p9","e7"
91.3945384387603,"p9","e7"
79.1847035311131,"p10","e7"
74.0057261751052,"p10","e7"
77.9211053357661,"p10","e7"
75.2244339248641,"p10","e7"
77.0313123624123,"p10","e7"
80.0140975752975,"p10","e7"
83.0938322526084,"p10","e7"
75.5415422762037,"p10","e7"
82.2842529530862,"p10","e7"
77.2400341051907,"p10","e7"
97.4512280933018,"p1","e8"
95.7950920179199,"p1","e8"
89.8981661594321,"p1","e8"
98.4821894630719,"p1","e8"
99.8577570183756,"p1","e8"
110.521057853414,"p1","e8"
104.390901950079,"p1","e8"
102.913573139219,"p1","e8"
98.4655442222916,"p1","e8"
108.572206252639,"p1","e8"
84.8919299407563,"p2","e8"
80.7847892639337,"p2","e8"
86.2533799687836,"p2","e8"
82.4272595955293,"p2","e8"
86.9747254027841,"p2","e8"
83.4376615292144,"p2","e8"
80.7007973369262,"p2","e8"
84.914459983442,"p2","e8"
83.5523873618539,"p2","e8"
81.4065161129099,"p2","e8"
99.6253247220839,"p3","e8"
94.0691558483617,"p3","e8"
91.6809222082044,"p3","e8"
90.5467271107843,"p3","e8"
83.1238658234037,"p3","e8"
80.9127239330723,"p3","e8"
87.9608173874924,"p3","e8"
88.5303429878039,"p3","e8"
90.9252804903415,"p3","e8"
80.7512614336219,"p3","e8"
87.1609375151487,"p4","e8"
83.1225034783914,"p4","e8"
83.6320665960642,"p4","e8"
81.9645415414189,"p4","e8"
82.9253237740873,"p4","e8"
83.5647254676972,"p4","e8"
82.0769256585369,"p4","e8"
85.6851732281052,"p4","e8"
80.6306239944326,"p4","e8"
77.4336061208527,"p4","e8"
100.273751034449,"p5","e8"
88.5132359615104,"p5","e8"
86.3344597628458,"p5","e8"
89.3554915250535,"p5","e8"
84.1546049606425,"p5","e8"
81.0744640081877,"p5","e8"
80.3177345141597,"p5","e8"
81.3158201006885,"p5","e8"
85.5998077839477,"p5","e8"
83.5589501658561,"p5","e8"
79.3281695867876,"p6","e8"
85.6651955882829,"p6","e8"
83.5783109450696,"p6","e8"
84.7519241497683,"p6","e8"
86.3587744176189,"p6","e8"
80.795540221908,"p6","e8"
87.9735825192496,"p6","e8"
80.6271031287675,"p6","e8"
82.5165539124213,"p6","e8"
83.8180217356916,"p6","e8"
83.137588376524,"p7","e8"
80.9950303253494,"p7","e8"
84.9617313108346,"p7","e8"
83.0592178988186,"p7","e8"
82.3141298049937,"p7","e8"
81.5296456283889,"p7","e8"
81.4847170161257,"p7","e8"
85.926320731841,"p7","e8"
85.1700075240703,"p7","e8"
81.8597492815853,"p7","e8"
85.2798689045903,"p8","e8"
87.8231282459246,"p8","e8"
88.4155252492293,"p8","e8"
85.830637517843,"p8","e8"
82.459099459891,"p8","e8"
82.3951732544376,"p8","e8"
80.0057554764357,"p8","e8"
92.9161720393699,"p8","e8"
84.6844575651016,"p8","e8"
85.2141856177567,"p8","e8"
95.3345787300499,"p9","e8"
96.7194558573256,"p9","e8"
103.720636823817,"p9","e8"
102.425040643241,"p9","e8"
92.427570782495,"p9","e8"
105.423998716527,"p9","e8"
95.0224878319249,"p9","e8"
102.584449250123,"p9","e8"
98.9189763414991,"p9","e8"
97.7914206723742,"p9","e8"
87.5575271519556,"p10","e8"
83.7070624138653,"p10","e8"
83.1113623659095,"p10","e8"
84.6832010847626,"p10","e8"
86.7190206225867,"p10","e8"
85.0554414788826,"p10","e8"
90.4212530294894,"p10","e8"
90.7004824833409,"p10","e8"
86.2423830575281,"p10","e8"
89.1134918177283,"p10","e8"
107.173418959132,"p1","e9"
111.591896622742,"p1","e9"
100.775339939151,"p1","e9"
109.147356001794,"p1","e9"
110.359138748709,"p1","e9"
105.939479861869,"p1","e9"
116.240619694164,"p1","e9"
105.928209811442,"p1","e9"
113.837100616094,"p1","e9"
114.293450376687,"p1","e9"
92.1784875605603,"p2","e9"
92.114796954076,"p2","e9"
95.6292333678956,"p2","e9"
91.2933012206782,"p2","e9"
92.6180326763792,"p2","e9"
94.9366733128669,"p2","e9"
91.2838717753096,"p2","e9"
93.2551861561423,"p2","e9"
93.3243490544451,"p2","e9"
95.2939781421536,"p2","e9"
104.374608153724,"p3","e9"
95.8200788292168,"p3","e9"
104.684743786211,"p3","e9"
103.164380942203,"p3","e9"
98.6292266725888,"p3","e9"
100.465224510474,"p3","e9"
95.8640040070736,"p3","e9"
102.686539967986,"p3","e9"
103.268913063436,"p3","e9"
98.2553761678517,"p3","e9"
100.817274541542,"p4","e9"
93.8226848455234,"p4","e9"
96.1855251411895,"p4","e9"
91.7736360972168,"p4","e9"
95.4123381874877,"p4","e9"
91.3824143423019,"p4","e9"
94.1144663079119,"p4","e9"
95.3632405324153,"p4","e9"
88.4061602983198,"p4","e9"
90.5634565977577,"p4","e9"
119.735105795526,"p5","e9"
97.7842842333841,"p5","e9"
99.3761710547343,"p5","e9"
99.9174971646443,"p5","e9"
100.05677194655,"p5","e9"
98.931869723742,"p5","e9"
94.4197415541383,"p5","e9"
95.1658156789,"p5","e9"
94.8835401569819,"p5","e9"
95.0612050972768,"p5","e9"
98.1701590872992,"p6","e9"
93.9961942966713,"p6","e9"
95.0708817340455,"p6","e9"
94.8516496788342,"p6","e9"
94.8228191779685,"p6","e9"
93.5082139589078,"p6","e9"
92.7131076516045,"p6","e9"
93.0868563415516,"p6","e9"
92.8232598943899,"p6","e9"
88.4153652273786,"p6","e9"
97.2579202121406,"p7","e9"
92.6488258135795,"p7","e9"
99.0051848184408,"p7","e9"
92.2221833018473,"p7","e9"
93.736905085588,"p7","e9"
95.2779288792479,"p7","e9"
94.5577442657603,"p7","e9"
91.7013923074788,"p7","e9"
93.7909885100126,"p7","e9"
92.5210527632373,"p7","e9"
96.9273503133381,"p8","e9"
92.7570822629115,"p8","e9"
95.8117033600357,"p8","e9"
93.4791226157394,"p8","e9"
94.3431993384035,"p8","e9"
93.4022322758873,"p8","e9"
96.1309722833223,"p8","e9"
94.9290742329301,"p8","e9"
95.918111869811,"p8","e9"
90.9345692840138,"p8","e9"
107.057447213782,"p9","e9"
116.185632737027,"p9","e9"
109.444801313817,"p9","e9"
112.970298416511,"p9","e9"
118.230701463253,"p9","e9"
112.363606290342,"p9","e9"
104.213493896676,"p9","e9"
